23442	Development to youth	\N	Development to youth	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2014-01-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23685	House Hold	\N	House Hold	\N	\N	Chicjken Farm	\N	Chicjken Farm	\N	\N	2011-01-02	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23423	Advocacy	\N	Advocacy	\N	\N	Monitoring budget execution of government policy	\N	Monitoring budget execution of government policy	\N	\N	2009-10-01	\N	2016-07-05	\N	\N	\N	\N	\N	C	\N	\N	\N
23403	Economic Development	\N	Economic Development	\N	\N	Microfinance and credit sewing Tais	\N	Microfinance and credit sewing Tais	\N	\N	2009-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24136	Renovation of High fo Junior School Project	\N	Renovation of High fo Junior School Project	\N	\N	Construction for High School in Lospalos	\N	Construction for High School in Lospalos	\N	\N	2014-03-07	2015-03-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23444	Horticulture	\N	Horticulture	\N	\N	Together with members of group grow vegetables	\N	Together with members of group grow vegetables	\N	\N	2012-02-01	2015-07-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23446	Infrastructure	\N	Infrastructure	\N	\N	Water pipelines for community	\N	Water pipelines for community	\N	\N	2010-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23448	Agriculture	\N	Agriculture	\N	\N	Protecting trees and planting trees	\N	Protecting trees and planting trees	\N	\N	2013-10-01	2015-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23449	Food and Biodiversity Project	\N	Food and Biodiversity Project	\N	\N	Preserve the area's biodiversity  and  improvement in the food security situation	\N	Preserve the area's biodiversity  and  improvement in the food security situation	\N	\N	2012-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23451	Kooperativa	\N	Kooperativa	\N	\N	Mikrofinansa / Mikro kredit, support group agriculture product-cofe virgin coconut-oil	\N	Mikrofinansa / Mikro kredit, support group agriculture product-cofe virgin coconut-oil	\N	\N	2013-09-01	2014-09-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23452	Education Non Formal	\N	Education Non Formal	\N	\N	Course Computer	\N	Course Computer	\N	\N	2011-03-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23453	Agriculture	\N	Agriculture	\N	\N	Distribute organic fertilizers and pesticides Agriculture	\N	Distribute organic fertilizers and pesticides Agriculture	\N	\N	2011-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23454	Capacity Building	\N	Capacity Building	\N	\N	Computer Training, English and Portugues Cources	\N	Computer Training, English and Portugues Cources	\N	\N	2011-09-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23455	Child Protection	\N	Child Protection	\N	\N	Make sosialization to rights child	\N	Make sosialization to rights child	\N	\N	2012-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23456	Capacity Building	\N	Capacity Building	\N	\N	\N	\N	\N	\N	\N	2006-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23457	Peace Building	\N	Peace Building	\N	\N	Empowerment of youth trough management leadership and conflict prevention	\N	Empowerment of youth trough management leadership and conflict prevention	\N	\N	2007-08-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23458	Capacity Building	\N	Capacity Building	\N	\N	Training spesial for Suco Council	\N	Training spesial for Suco Council	\N	\N	2001-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23460	Peace building project	\N	Peace building project	\N	\N	Youth friendly services & sport for peace in prison for stres reduction, enhance knowledge & ability	\N	Youth friendly services & sport for peace in prison for stres reduction, enhance knowledge & ability	\N	\N	2013-05-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23461	Education	\N	Education	\N	\N	\N	\N	\N	\N	\N	2004-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23463	Peace Building Project	\N	Peace Building Project	\N	\N	Promotion in families, engagement of youth in peace building process, of understanding about gender	\N	Promotion in families, engagement of youth in peace building process, of understanding about gender	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24702	Livelihoods and Protection	\N	Livelihoods and Protection	\N	\N	Agriculture and Protection	\N	Agriculture and Protection	\N	\N	2015-08-01	2016-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23465	Activities Development	\N	Activities Development	\N	\N	\N	\N	\N	\N	\N	2011-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23466	Agrikultura	\N	Agrikultura	\N	\N	\N	\N	\N	\N	\N	2007-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23467	Agrikultura	\N	Agrikultura	\N	\N	Kuda modo no halo dosi	\N	Kuda modo no halo dosi	\N	\N	2013-03-05	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23468	Agrikultura	\N	Agrikultura	\N	\N	Kuda modo, halo pembibitan aihoris	\N	Kuda modo, halo pembibitan aihoris	\N	\N	2012-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23472	Economic Development	\N	Economic Development	\N	\N	Keep the fish and Micro Credit	\N	Keep the fish and Micro Credit	\N	\N	2003-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23473	Economic Development	\N	Economic Development	\N	\N	Raising chickens and give credit to groups	\N	Raising chickens and give credit to groups	\N	\N	2008-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23474	Social services	\N	Social services	\N	\N	Scholarship of the study	\N	Scholarship of the study	\N	\N	2008-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23476	Communiyt Housing Project	\N	Communiyt Housing Project	\N	\N	Credit program to house rehabilitation	\N	Credit program to house rehabilitation	\N	\N	2008-09-01	2012-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23477	Dizaster Risk Management (DRM)	\N	Dizaster Risk Management (DRM)	\N	\N	Providing material support to families who have an accident	\N	Providing material support to families who have an accident	\N	\N	2011-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23478	Coperative	\N	Coperative	\N	\N	Save and take money to small group doing bussines	\N	Save and take money to small group doing bussines	\N	\N	2012-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23480	Literacy Project	\N	Literacy Project	\N	\N	\N	\N	\N	\N	\N	2010-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23481	Disaster Managemet Project	\N	Disaster Managemet Project	\N	\N	Assisting Displaced People in Timor Leste	\N	Assisting Displaced People in Timor Leste	\N	\N	2009-02-01	2013-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23482	HIV/AIDS Project	\N	HIV/AIDS Project	\N	\N	Sosializasaun kona ba oinsa hadook husi moras HIV/SIDA	\N	Sosializasaun kona ba oinsa hadook husi moras HIV/SIDA	\N	\N	2010-04-01	2013-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23483	Advocacy	\N	Advocacy	\N	\N	\N	\N	\N	\N	\N	2011-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23484	Peace Building Program	\N	Peace Building Program	\N	\N	Research peace building and democracy	\N	Research peace building and democracy	\N	\N	2009-03-01	2013-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23485	Education Formal and Education Non Formal	\N	Education Formal and Education Non Formal	\N	\N	Primary School, Secondary School and Course English and Portugues	\N	Primary School, Secondary School and Course English and Portugues	\N	\N	2000-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23486	Social business	\N	Social business	\N	\N	Human Resource to fishing tourism and agriculture	\N	Human Resource to fishing tourism and agriculture	\N	\N	2011-04-01	2015-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23487	Capacity strengthening	\N	Capacity strengthening	\N	\N	Make traning about to social bussines	\N	Make traning about to social bussines	\N	\N	2013-03-01	2013-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23488	Promoting youth leadership and engagement in the context of decentralization	\N	Promoting youth leadership and engagement in the context of decentralization	\N	\N	Leadership criticism will promote youth according to the analysis of social phenomena Happens	\N	Leadership criticism will promote youth according to the analysis of social phenomena Happens	\N	\N	2012-11-01	2014-06-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23491	Mediation Dispute Resolution land (MRD)	\N	Mediation Dispute Resolution land (MRD)	\N	\N	Approach and facilitates the mediation	\N	Approach and facilitates the mediation	\N	\N	2010-09-01	2017-03-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23494	Capacity Building	\N	Capacity Building	\N	\N	Courses English language and portugues to all children and Training Horticulture and Agriculture	\N	Courses English language and portugues to all children and Training Horticulture and Agriculture	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23459	Economic Development	\N	Economic Development	\N	\N	Tais woven and Small Business	\N	Tais woven and Small Business	\N	\N	2004-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
24703	Agriculture	\N	Agriculture	\N	\N	Home GardenTraining	\N	Home GardenTraining	\N	\N	2015-09-01	2016-05-31	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23447	Forestry	\N	Forestry	\N	\N	Forestry and orchard Industry	\N	Forestry and orchard Industry	\N	\N	2011-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23462	Food Security & livellyhoods	\N	Food Security & livellyhoods	\N	\N	Preserve the areas bio diversity while achieving & improvement in the food security situation	\N	Preserve the areas bio diversity while achieving & improvement in the food security situation	\N	\N	2013-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23495	Health and Hygiene	\N	Health and Hygiene	\N	\N	Make information about Hygiene	\N	Make information about Hygiene	\N	\N	2012-02-01	2015-05-08	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23496	Suku no Homan	\N	Suku no Homan	\N	\N	kostura , homan sasan tradisional	\N	kostura , homan sasan tradisional	\N	\N	2009-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23497	Education non Formal	\N	Education non Formal	\N	\N	Courses Computer and English Courses	\N	Courses Computer and English Courses	\N	\N	2009-11-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23498	Sosialization Information for Peace	\N	Sosialization Information for Peace	\N	\N	Avoid and evade yourself from the conflict and the conflict impact	\N	Avoid and evade yourself from the conflict and the conflict impact	\N	\N	2013-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23499	Production of Cocunut oil virgen	\N	Production of Cocunut oil virgen	\N	\N	\N	\N	\N	\N	\N	2011-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23500	Education Formal	\N	Education Formal	\N	\N	Open School Pre Primary, Secondary Pre, Secunadrio Education, University	\N	Open School Pre Primary, Secondary Pre, Secunadrio Education, University	\N	\N	2005-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23501	Advocacy Women's Right and Justice for Women	\N	Advocacy Women's Right and Justice for Women	\N	\N	\N	\N	\N	\N	\N	2002-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23502	The Centre of rehabilitation and education of malnutrition	\N	The Centre of rehabilitation and education of malnutrition	\N	\N	Rehabilitation for Child malnutrition and Education to Family and Community	\N	Rehabilitation for Child malnutrition and Education to Family and Community	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23503	Gender Iguality	\N	Gender Iguality	\N	\N	Human Rights for women, Violence Domestic access to justice	\N	Human Rights for women, Violence Domestic access to justice	\N	\N	2013-02-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23504	Education Non Formal	\N	Education Non Formal	\N	\N	Civic Education, Capacity building public information	\N	Civic Education, Capacity building public information	\N	\N	2013-02-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23505	Capacity Building	\N	Capacity Building	\N	\N	Course Portugues Language, English Language, Computer, LeaderShip and Administration System	\N	Course Portugues Language, English Language, Computer, LeaderShip and Administration System	\N	\N	2014-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23507	Education	\N	Education	\N	\N	Education Formal	\N	Education Formal	\N	\N	2005-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23508	Gender	\N	Gender	\N	\N	Women participation in political life and monitoring	\N	Women participation in political life and monitoring	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23511	Agriculture Horticulture	\N	Agriculture Horticulture	\N	\N	Provide capacity building to the owner of the pilot model, ICM, Hortikulture, and farm	\N	Provide capacity building to the owner of the pilot model, ICM, Hortikulture, and farm	\N	\N	2010-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23513	Social Assistance	\N	Social Assistance	\N	\N	Facilitate loans  public employee to support activity sosial assistance to all vulnerable	\N	Facilitate loans  public employee to support activity sosial assistance to all vulnerable	\N	\N	2000-07-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23514	Development Agriculture Integrated and Sustainable	\N	Development Agriculture Integrated and Sustainable	\N	\N	Farming fields, farm and raise bird	\N	Farming fields, farm and raise bird	\N	\N	2001-03-01	2014-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24600	Holticulture	\N	Holticulture	\N	\N	Planting spinach, capsicum, and eggplant	\N	Planting spinach, capsicum, and eggplant	\N	\N	2013-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24601	Civic Education	\N	Civic Education	\N	\N	Make workshop which have the potential for local leaders and general dissemination of community	\N	Make workshop which have the potential for local leaders and general dissemination of community	\N	\N	2015-04-01	2015-12-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23520	Infrastructure	\N	Infrastructure	\N	\N	Channel clean water and sanitation	\N	Channel clean water and sanitation	\N	\N	2012-12-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23521	Installation Supply base in Suai and impact to community	\N	Installation Supply base in Suai and impact to community	\N	\N	Analice about problem social economic and culture	\N	Analice about problem social economic and culture	\N	\N	2013-04-01	2013-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23522	Education Non Formal	\N	Education Non Formal	\N	\N	Training and workshops	\N	Training and workshops	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23523	Health Project	\N	Health Project	\N	\N	Water and Sanitation	\N	Water and Sanitation	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23524	Advocacy	\N	Advocacy	\N	\N	Acess Information monotoring research to development	\N	Acess Information monotoring research to development	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23525	Agriculture	\N	Agriculture	\N	\N	Environment, Natural Resource	\N	Environment, Natural Resource	\N	\N	2013-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23526	Peace Building Project	\N	Peace Building Project	\N	\N	Peace promoter to build sustainable peace in Timor Leste	\N	Peace promoter to build sustainable peace in Timor Leste	\N	\N	2012-06-01	2013-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23527	Education and Scientific Research	\N	Education and Scientific Research	\N	\N	The scientific practical seminar for secondary education and higher education	\N	The scientific practical seminar for secondary education and higher education	\N	\N	2011-08-01	2013-04-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23528	Peace Building Project	\N	Peace Building Project	\N	\N	Promotion of youth unity and strengthening of local community by youth resilience	\N	Promotion of youth unity and strengthening of local community by youth resilience	\N	\N	2012-08-01	2013-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23566	Local Food	\N	Local Food	\N	\N	Make cassava Chips	\N	Make cassava Chips	\N	\N	2010-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23531	Peace Building	\N	Peace Building	\N	\N	Youth promotion in judgement and justice	\N	Youth promotion in judgement and justice	\N	\N	2012-07-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23532	Conflict Prevention	\N	Conflict Prevention	\N	\N	Including activity planning, vocational, information bussines planning	\N	Including activity planning, vocational, information bussines planning	\N	\N	2012-08-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23533	Peace Building	\N	Peace Building	\N	\N	Youth Capacity for Justice and Gender	\N	Youth Capacity for Justice and Gender	\N	\N	2012-07-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23534	Community Development	\N	Community Development	\N	\N	Public speaking traning, for youth representative in the suco councils	\N	Public speaking traning, for youth representative in the suco councils	\N	\N	2013-01-01	2013-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23535	Peace Building	\N	Peace Building	\N	\N	Conflict Prevention & Peace Promotion trough cpommunity diologue Training	\N	Conflict Prevention & Peace Promotion trough cpommunity diologue Training	\N	\N	2012-11-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23536	Peace Building	\N	Peace Building	\N	\N	Youth security in high school, promotion of peace & crime reduction	\N	Youth security in high school, promotion of peace & crime reduction	\N	\N	2012-11-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23537	Peace Building	\N	Peace Building	\N	\N	Awarenes raising and conflict resolution traning on the subject of violence againts women	\N	Awarenes raising and conflict resolution traning on the subject of violence againts women	\N	\N	2010-11-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23538	Gender Equality	\N	Gender Equality	\N	\N	Female violence and domestic violence	\N	Female violence and domestic violence	\N	\N	2011-11-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23539	Peace Building	\N	Peace Building	\N	\N	Conflict resolution traning, public debates about the role of youth in peace building process	\N	Conflict resolution traning, public debates about the role of youth in peace building process	\N	\N	2012-12-01	2013-11-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23530	Education Non Formal	\N	Education Non Formal	\N	\N	English language course and portugues language courses	\N	English language course and portugues language courses	\N	\N	2015-04-01	2015-11-30	2016-07-05	\N	\N	\N	\N	\N	C	\N	\N	\N
23540	Life skill based education (LSBE)	\N	Life skill based education (LSBE)	\N	\N	Enhance youth capacity strengtenability of leaderships, live skill based education	\N	Enhance youth capacity strengtenability of leaderships, live skill based education	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23541	Peace Building Project	\N	Peace Building Project	\N	\N	Strenthening youth participation politic life in the suco council	\N	Strenthening youth participation politic life in the suco council	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23934	Peace Development	\N	Peace Development	\N	\N	Working for sustainable development of partners Organization trought its capacity building Program	\N	Working for sustainable development of partners Organization trought its capacity building Program	\N	\N	2013-02-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24717	Child Protection	\N	Child Protection	\N	\N	Provide training for all Children	\N	Provide training for all Children	\N	\N	2014-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24409	Literacy & Income Generation	\N	Literacy & Income Generation	\N	\N	Sosialization Information Literacy & Income Generation for Vikeke, Baucau, Likisa, Suai & Oekusi	\N	Sosialization Information Literacy & Income Generation for Vikeke, Baucau, Likisa, Suai & Oekusi	\N	\N	2014-06-01	2015-07-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23546	Health	\N	Health	\N	\N	Health basic, Hiv/Aids, Water and Sanitation, Tuberculosis, Malaria, Nutrition & Maternity	\N	Health basic, Hiv/Aids, Water and Sanitation, Tuberculosis, Malaria, Nutrition & Maternity	\N	\N	2013-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23547	Education Non Formal	\N	Education Non Formal	\N	\N	Training / Capacity Building for Youth & Fund Raising	\N	Training / Capacity Building for Youth & Fund Raising	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23548	Early Warning and Early Response / Sistema Atensaun no Responde Sedu (EWER / ATRES)	\N	Early Warning and Early Response / Sistema Atensaun no Responde Sedu (EWER / ATRES)	\N	\N	Volunteer monitoring network to gather information on incidents of violence and situational change	\N	Volunteer monitoring network to gather information on incidents of violence and situational change	\N	\N	2008-05-02	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23549	Balibo Community Learning Center (CLC)	\N	Balibo Community Learning Center (CLC)	\N	\N	Surrounding community by providing people with access to information and training	\N	Surrounding community by providing people with access to information and training	\N	\N	2011-07-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23550	Food Security Program	\N	Food Security Program	\N	\N	Training for water management and improved market access for agricultural produce	\N	Training for water management and improved market access for agricultural produce	\N	\N	2010-01-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23551	Disaster Risk Mangement	\N	Disaster Risk Mangement	\N	\N	Dizastre preparednes	\N	Dizastre preparednes	\N	\N	2013-03-01	2014-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23552	Agriculture	\N	Agriculture	\N	\N	Horticulture	\N	Horticulture	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23554	Education non Formal	\N	Education non Formal	\N	\N	Training on Agroforestry	\N	Training on Agroforestry	\N	\N	2005-05-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23556	Local Products	\N	Local Products	\N	\N	Make Cassava Chips and Coconut Oil	\N	Make Cassava Chips and Coconut Oil	\N	\N	2002-04-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23557	Local Products	\N	Local Products	\N	\N	Coconut oil, growing vegetables and gives credit to groups	\N	Coconut oil, growing vegetables and gives credit to groups	\N	\N	2004-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23561	Produs Produtu Lokal	\N	Produs Produtu Lokal	\N	\N	Halo kripik, Hudi sona, Tunu Paun, no fo kreditu ba membru	\N	Halo kripik, Hudi sona, Tunu Paun, no fo kreditu ba membru	\N	\N	2005-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23563	Produs hahan lokal no produs produtu lokal	\N	Produs hahan lokal no produs produtu lokal	\N	\N	Halo mina nuu kripik, forerai kirikiri marmelada no fo kreditu	\N	Halo mina nuu kripik, forerai kirikiri marmelada no fo kreditu	\N	\N	2003-01-01	2012-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23564	Produs Produto lokal	\N	Produs Produto lokal	\N	\N	halo mina nuu, halo kripik, sona aifarina no fo kreditu	\N	halo mina nuu, halo kripik, sona aifarina no fo kreditu	\N	\N	2005-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24127	Infrastructure	\N	Infrastructure	\N	\N	Canalization water supply in area Rural	\N	Canalization water supply in area Rural	\N	\N	2013-09-16	2015-02-27	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24126	Health	\N	Health	\N	\N	Water  Sanitation and Health Basic	\N	Water  Sanitation and Health Basic	\N	\N	2014-02-10	2015-02-27	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23570	Advocacy	\N	Advocacy	\N	\N	The protection of agriculture and youth drive entitlement entitlement can access to the country and	\N	The protection of agriculture and youth drive entitlement entitlement can access to the country and	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23571	Education Non Formal	\N	Education Non Formal	\N	\N	Training Vocational Technical, Literary	\N	Training Vocational Technical, Literary	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23572	Agriculture	\N	Agriculture	\N	\N	Program growing vegetables	\N	Program growing vegetables	\N	\N	2012-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24648	Education non Formal	\N	Education non Formal	\N	\N	Open courses English Language and courses Computer to youth in municipiu Ainaro	\N	Open courses English Language and courses Computer to youth in municipiu Ainaro	\N	\N	2013-06-01	2015-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23573	Increase of household food security & adequate	\N	Increase of household food security & adequate	\N	\N	Management of local resources using permaculture techniques	\N	Management of local resources using permaculture techniques	\N	\N	2012-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23574	Agriculture	\N	Agriculture	\N	\N	Maintaining freshwater fish and keep animals	\N	Maintaining freshwater fish and keep animals	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23578	Community - based Sustanaible natural Resource Mangement	\N	Community - based Sustanaible natural Resource Mangement	\N	\N	\N	\N	\N	\N	\N	2010-08-01	2015-10-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23579	Capacity Development of the Faculty of Engineering UNTL	\N	Capacity Development of the Faculty of Engineering UNTL	\N	\N	Target beneficiaries: Students, Lecturer	\N	Target beneficiaries: Students, Lecturer	\N	\N	2011-02-01	2015-01-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23580	National Road No. 1 Upgrading Project	\N	National Road No. 1 Upgrading Project	\N	\N	Transport  And  Storage	\N	Transport  And  Storage	\N	\N	2012-10-04	2017-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23581	Mobilize Social Bussiness to acelerate achievementof MDGs	\N	Mobilize Social Bussiness to acelerate achievementof MDGs	\N	\N	\N	\N	\N	\N	\N	2012-04-03	2015-04-02	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23686	House Hold	\N	House Hold	\N	\N	Horticulture & Food Secutiry	\N	Horticulture & Food Secutiry	\N	\N	2011-10-21	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23565	Local Food	\N	Local Food	\N	\N	Produce jam and provide loans	\N	Produce jam and provide loans	\N	\N	2010-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23559	Local Products	\N	Local Products	\N	\N	Along with members of the group make coconut oil and banana chips	\N	Along with members of the group make coconut oil and banana chips	\N	\N	2004-06-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23558	Local Products	\N	Local Products	\N	\N	Coconut oil and gives credit to groups	\N	Coconut oil and gives credit to groups	\N	\N	2005-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23560	Local Product	\N	Local Product	\N	\N	Embroider cloth, making chips and give credit to the group members	\N	Embroider cloth, making chips and give credit to the group members	\N	\N	2012-03-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
