23514	Development Agriculture Integrated and Sustainable	\N	Development Agriculture Integrated and Sustainable	\N	\N	Farming fields, farm and raise bird	\N	Farming fields, farm and raise bird	\N	\N	2001-03-01	2014-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24600	Holticulture	\N	Holticulture	\N	\N	Planting spinach, capsicum, and eggplant	\N	Planting spinach, capsicum, and eggplant	\N	\N	2013-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24601	Civic Education	\N	Civic Education	\N	\N	Make workshop which have the potential for local leaders and general dissemination of community	\N	Make workshop which have the potential for local leaders and general dissemination of community	\N	\N	2015-04-01	2015-12-01	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23520	Infrastructure	\N	Infrastructure	\N	\N	Channel clean water and sanitation	\N	Channel clean water and sanitation	\N	\N	2012-12-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23521	Installation Supply base in Suai and impact to community	\N	Installation Supply base in Suai and impact to community	\N	\N	Analice about problem social economic and culture	\N	Analice about problem social economic and culture	\N	\N	2013-04-01	2013-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23522	Education Non Formal	\N	Education Non Formal	\N	\N	Training and workshops	\N	Training and workshops	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23523	Health Project	\N	Health Project	\N	\N	Water and Sanitation	\N	Water and Sanitation	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23524	Advocacy	\N	Advocacy	\N	\N	Acess Information monotoring research to development	\N	Acess Information monotoring research to development	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23525	Agriculture	\N	Agriculture	\N	\N	Environment, Natural Resource	\N	Environment, Natural Resource	\N	\N	2013-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23526	Peace Building Project	\N	Peace Building Project	\N	\N	Peace promoter to build sustainable peace in Timor Leste	\N	Peace promoter to build sustainable peace in Timor Leste	\N	\N	2012-06-01	2013-06-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23528	Peace Building Project	\N	Peace Building Project	\N	\N	Promotion of youth unity and strengthening of local community by youth resilience	\N	Promotion of youth unity and strengthening of local community by youth resilience	\N	\N	2012-08-01	2013-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
25106	Logisticts Augmentation	\N	Logisticts Augmentation	\N	\N	Improve goverment capacity in logistics and warehouse management	\N	Improve goverment capacity in logistics and warehouse management	\N	\N	2011-09-01	\N	2017-08-08	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
23531	Peace Building	\N	Peace Building	\N	\N	Youth promotion in judgement and justice	\N	Youth promotion in judgement and justice	\N	\N	2012-07-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23533	Peace Building	\N	Peace Building	\N	\N	Youth Capacity for Justice and Gender	\N	Youth Capacity for Justice and Gender	\N	\N	2012-07-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23534	Community Development	\N	Community Development	\N	\N	Public speaking traning, for youth representative in the suco councils	\N	Public speaking traning, for youth representative in the suco councils	\N	\N	2013-01-01	2013-08-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23535	Peace Building	\N	Peace Building	\N	\N	Conflict Prevention & Peace Promotion trough cpommunity diologue Training	\N	Conflict Prevention & Peace Promotion trough cpommunity diologue Training	\N	\N	2012-11-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23536	Peace Building	\N	Peace Building	\N	\N	Youth security in high school, promotion of peace & crime reduction	\N	Youth security in high school, promotion of peace & crime reduction	\N	\N	2012-11-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23537	Peace Building	\N	Peace Building	\N	\N	Awarenes raising and conflict resolution traning on the subject of violence againts women	\N	Awarenes raising and conflict resolution traning on the subject of violence againts women	\N	\N	2010-11-01	2013-10-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23538	Gender Equality	\N	Gender Equality	\N	\N	Female violence and domestic violence	\N	Female violence and domestic violence	\N	\N	2011-11-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23539	Peace Building	\N	Peace Building	\N	\N	Conflict resolution traning, public debates about the role of youth in peace building process	\N	Conflict resolution traning, public debates about the role of youth in peace building process	\N	\N	2012-12-01	2013-11-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23530	Education Non Formal	\N	Education Non Formal	\N	\N	English language course and portugues language courses	\N	English language course and portugues language courses	\N	\N	2015-04-01	2015-11-30	2016-07-05	\N	\N	\N	\N	\N	C	\N	\N	\N
23540	Life skill based education (LSBE)	\N	Life skill based education (LSBE)	\N	\N	Enhance youth capacity strengtenability of leaderships, live skill based education	\N	Enhance youth capacity strengtenability of leaderships, live skill based education	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23541	Peace Building Project	\N	Peace Building Project	\N	\N	Strenthening youth participation politic life in the suco council	\N	Strenthening youth participation politic life in the suco council	\N	\N	2013-03-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
25041	Follow on Advisory and Training for the Maritime Related Industries of Timor-Leste (ATMI II)	\N	Follow on Advisory and Training for the Maritime Related Industries of Timor-Leste (ATMI II)	\N	\N	Support to partners to provide solutions in institution building, legal framework and qualifying human resources in the maritime sector.	\N	Support to partners to provide solutions in institution building, legal framework and qualifying human resources in the maritime sector.	\N	\N	2017-01-01	2021-12-31	2017-06-29	\N	\N	\N	\N	\N	A	1	\N	\N
23548	Early Warning and Early Response / Sistema Atensaun no Responde Sedu (EWER / ATRES)	\N	Early Warning and Early Response / Sistema Atensaun no Responde Sedu (EWER / ATRES)	\N	\N	Volunteer monitoring network to gather information on incidents of violence and situational change	\N	Volunteer monitoring network to gather information on incidents of violence and situational change	\N	\N	2008-05-02	2017-09-30	2017-07-04	\N	\N	\N	\N	\N	A	\N	\N	\N
24717	Child Protection	\N	Child Protection	\N	\N	Provide training for all Children	\N	Provide training for all Children	\N	\N	2014-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24409	Literacy & Income Generation	\N	Literacy & Income Generation	\N	\N	Sosialization Information Literacy & Income Generation for Vikeke, Baucau, Likisa, Suai & Oekusi	\N	Sosialization Information Literacy & Income Generation for Vikeke, Baucau, Likisa, Suai & Oekusi	\N	\N	2014-06-01	2015-07-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23546	Health	\N	Health	\N	\N	Health basic, Hiv/Aids, Water and Sanitation, Tuberculosis, Malaria, Nutrition & Maternity	\N	Health basic, Hiv/Aids, Water and Sanitation, Tuberculosis, Malaria, Nutrition & Maternity	\N	\N	2013-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23547	Education Non Formal	\N	Education Non Formal	\N	\N	Training / Capacity Building for Youth & Fund Raising	\N	Training / Capacity Building for Youth & Fund Raising	\N	\N	2013-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23549	Balibo Community Learning Center (CLC)	\N	Balibo Community Learning Center (CLC)	\N	\N	Surrounding community by providing people with access to information and training	\N	Surrounding community by providing people with access to information and training	\N	\N	2011-07-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23550	Food Security Program	\N	Food Security Program	\N	\N	Training for water management and improved market access for agricultural produce	\N	Training for water management and improved market access for agricultural produce	\N	\N	2010-01-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23551	Disaster Risk Mangement	\N	Disaster Risk Mangement	\N	\N	Dizastre preparednes	\N	Dizastre preparednes	\N	\N	2013-03-01	2014-05-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23556	Local Products	\N	Local Products	\N	\N	Make Cassava Chips and Coconut Oil	\N	Make Cassava Chips and Coconut Oil	\N	\N	2002-04-01	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23557	Local Products	\N	Local Products	\N	\N	Coconut oil, growing vegetables and gives credit to groups	\N	Coconut oil, growing vegetables and gives credit to groups	\N	\N	2004-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23561	Produs Produtu Lokal	\N	Produs Produtu Lokal	\N	\N	Halo kripik, Hudi sona, Tunu Paun, no fo kreditu ba membru	\N	Halo kripik, Hudi sona, Tunu Paun, no fo kreditu ba membru	\N	\N	2005-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23563	Produs hahan lokal no produs produtu lokal	\N	Produs hahan lokal no produs produtu lokal	\N	\N	Halo mina nuu kripik, forerai kirikiri marmelada no fo kreditu	\N	Halo mina nuu kripik, forerai kirikiri marmelada no fo kreditu	\N	\N	2003-01-01	2012-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23564	Produs Produto lokal	\N	Produs Produto lokal	\N	\N	halo mina nuu, halo kripik, sona aifarina no fo kreditu	\N	halo mina nuu, halo kripik, sona aifarina no fo kreditu	\N	\N	2005-01-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24127	Infrastructure	\N	Infrastructure	\N	\N	Canalization water supply in area Rural	\N	Canalization water supply in area Rural	\N	\N	2013-09-16	2015-02-27	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24126	Health	\N	Health	\N	\N	Water  Sanitation and Health Basic	\N	Water  Sanitation and Health Basic	\N	\N	2014-02-10	2015-02-27	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23570	Advocacy	\N	Advocacy	\N	\N	The protection of agriculture and youth drive entitlement entitlement can access to the country and	\N	The protection of agriculture and youth drive entitlement entitlement can access to the country and	\N	\N	2013-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23572	Agriculture	\N	Agriculture	\N	\N	Program growing vegetables	\N	Program growing vegetables	\N	\N	2012-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24648	Education non Formal	\N	Education non Formal	\N	\N	Open courses English Language and courses Computer to youth in municipiu Ainaro	\N	Open courses English Language and courses Computer to youth in municipiu Ainaro	\N	\N	2013-06-01	2015-01-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23573	Increase of household food security & adequate	\N	Increase of household food security & adequate	\N	\N	Management of local resources using permaculture techniques	\N	Management of local resources using permaculture techniques	\N	\N	2012-01-01	2013-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23578	Community - based Sustanaible natural Resource Mangement	\N	Community - based Sustanaible natural Resource Mangement	\N	\N	\N	\N	\N	\N	\N	2010-08-01	2015-10-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23579	Capacity Development of the Faculty of Engineering UNTL	\N	Capacity Development of the Faculty of Engineering UNTL	\N	\N	Target beneficiaries: Students, Lecturer	\N	Target beneficiaries: Students, Lecturer	\N	\N	2011-02-01	2015-01-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23580	National Road No. 1 Upgrading Project	\N	National Road No. 1 Upgrading Project	\N	\N	Transport  And  Storage	\N	Transport  And  Storage	\N	\N	2012-10-04	2017-06-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23581	Mobilize Social Bussiness to acelerate achievementof MDGs	\N	Mobilize Social Bussiness to acelerate achievementof MDGs	\N	\N	\N	\N	\N	\N	\N	2012-04-03	2015-04-02	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23559	Local Products	\N	Local Products	\N	\N	Along with members of the group make coconut oil and banana chips	\N	Along with members of the group make coconut oil and banana chips	\N	\N	2004-06-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23558	Local Products	\N	Local Products	\N	\N	Coconut oil and gives credit to groups	\N	Coconut oil and gives credit to groups	\N	\N	2005-01-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23560	Local Product	\N	Local Product	\N	\N	Embroider cloth, making chips and give credit to the group members	\N	Embroider cloth, making chips and give credit to the group members	\N	\N	2012-03-01	\N	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23562	Produs produtu Lokal	\N	Produs produtu Lokal	\N	\N	Halo marmelada, Produs kirikiri, Mina Nu Virgen no fo kredito	\N	Halo marmelada, Produs kirikiri, Mina Nu Virgen no fo kredito	\N	\N	2003-01-01	2013-05-30	2016-07-06	\N	\N	\N	\N	\N	C	\N	\N	\N
23552	Agriculture	\N	Agriculture	\N	\N	Horticulture	\N	Horticulture	\N	\N	2013-02-01	\N	2016-09-20	\N	\N	\N	\N	\N	C	\N	\N	\N
23565	Local Food	\N	Local Food	\N	\N	Produce jam and provide loans	\N	Produce jam and provide loans	\N	\N	2014-05-01	\N	2016-10-03	\N	\N	\N	\N	\N	A	1	\N	\N
23571	Education Non Formal	\N	Education Non Formal	\N	\N	Training Vocational Technical, Literary	\N	Training Vocational Technical, Literary	\N	\N	2013-02-01	\N	2016-11-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23582	Community-based sustainable solar system	\N	Community-based sustainable solar system	\N	\N	Support renewable based on the result of evaluation	\N	Support renewable based on the result of evaluation	\N	\N	2013-02-15	2014-02-09	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23947	Roads for Development	\N	Roads for Development	\N	\N	\N	\N	\N	\N	\N	2009-01-01	2014-01-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23585	Climate change Enable activity self assesment	\N	Climate change Enable activity self assesment	\N	\N	\N	\N	\N	\N	\N	2009-09-01	2013-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23586	Maternal and Child Health Nutrition (MCHN)	\N	Maternal and Child Health Nutrition (MCHN)	\N	\N	\N	\N	\N	\N	\N	2011-09-01	2013-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23587	Public sectors capacity development program	\N	Public sectors capacity development program	\N	\N	Strengthen capacity of local contractor in the area of management	\N	Strengthen capacity of local contractor in the area of management	\N	\N	2009-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23588	Seeds of Life III	\N	Seeds of Life III	\N	\N	\N	\N	\N	\N	\N	2009-01-01	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
25042	Organizational development of Casa Civil of the Presidencia of Timor-Leste	\N	Organizational development of Casa Civil of the Presidencia of Timor-Leste	\N	\N	Contribution to the sustainable solution of problems through its strengthened competencies in creativity, orientation toward common values and leadership and finally, the Casa Civil will become a good example for other organizational units of the Government of Timor-Leste because of its exemplary organizational and personnel development.	\N	Contribution to the sustainable solution of problems through its strengthened competencies in creativity, orientation toward common values and leadership and finally, the Casa Civil will become a good example for other organizational units of the Government of Timor-Leste because of its exemplary organizational and personnel development.	\N	\N	2014-07-01	\N	2017-06-29	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
25108	Fuel efficient biogas stoves and kitchen improvement	\N	Fuel efficient biogas stoves and kitchen improvement	\N	\N	Improve cooking facilities for targeted school	\N	Improve cooking facilities for targeted school	\N	\N	2011-09-01	\N	2017-08-08	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
23592	Strengthening Institutional capacity of the National Parliament	\N	Strengthening Institutional capacity of the National Parliament	\N	\N	\N	\N	\N	\N	\N	2011-08-01	2015-02-28	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23593	Ahimatan to Future	\N	Ahimatan to Future	\N	\N	Reducing poverty in Timor Leste pass by local tourism	\N	Reducing poverty in Timor Leste pass by local tourism	\N	\N	2010-02-01	2014-01-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23594	Estabilishing a sustainable national information early warning system (NIEWS) a food security	\N	Estabilishing a sustainable national information early warning system (NIEWS) a food security	\N	\N	\N	\N	\N	\N	\N	2011-02-23	2014-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23595	Innovative approaches to food in security	\N	Innovative approaches to food in security	\N	\N	\N	\N	\N	\N	\N	2011-12-23	2015-06-22	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23596	Inclusion of people with physical disabilities in the social and economic life	\N	Inclusion of people with physical disabilities in the social and economic life	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2013-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23601	Progress out of poverty index (PPI)	\N	Progress out of poverty index (PPI)	\N	\N	\N	\N	\N	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
24056	Energy For All	\N	Energy For All	\N	\N	Acces to Alternative energy in rural and Urban areas of Timor Leste	\N	Acces to Alternative energy in rural and Urban areas of Timor Leste	\N	\N	2011-04-04	2014-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23603	Project for Improvement of Livelihood for the Farmers in Mountainous Areas	\N	Project for Improvement of Livelihood for the Farmers in Mountainous Areas	\N	\N	\N	\N	\N	\N	\N	2013-10-01	2015-09-28	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23604	Support to Prison	\N	Support to Prison	\N	\N	Provide Capacity building for prisoner in National	\N	Provide Capacity building for prisoner in National	\N	\N	2005-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23606	Project Multy Development	\N	Project Multy Development	\N	\N	Health, Art & Craft Cooperative	\N	Health, Art & Craft Cooperative	\N	\N	1999-08-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23607	Capacity Building Program	\N	Capacity Building Program	\N	\N	Training cursus non formal for Youth & Women	\N	Training cursus non formal for Youth & Women	\N	\N	2014-01-28	2014-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23608	Education non Formal	\N	Education non Formal	\N	\N	Training Computer, Training English, Portuguese, Office Skills	\N	Training Computer, Training English, Portuguese, Office Skills	\N	\N	2008-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23609	Community & Livellyhood Project	\N	Community & Livellyhood Project	\N	\N	\N	\N	\N	\N	\N	2006-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23613	Vocational Training for Unemployed Youth	\N	Vocational Training for Unemployed Youth	\N	\N	Training Office skills, Englis course, Computer Course	\N	Training Office skills, Englis course, Computer Course	\N	\N	2010-05-17	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24112	Child Protection Project	\N	Child Protection Project	\N	\N	Sosialization Nutrition for Children in Rural  Area	\N	Sosialization Nutrition for Children in Rural  Area	\N	\N	2014-04-10	2014-12-10	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23616	Australian Volunteer for International Development (AVID)	\N	Australian Volunteer for International Development (AVID)	\N	\N	Provide Volunteer age above 35 years old to Non Governmental Organization (NGO ) and Government	\N	Provide Volunteer age above 35 years old to Non Governmental Organization (NGO ) and Government	\N	\N	2004-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23620	Adolescent Reproductive Health	\N	Adolescent Reproductive Health	\N	\N	Sosializ information spesial for youth & Women in Timor  Leste	\N	Sosializ information spesial for youth & Women in Timor  Leste	\N	\N	2011-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23621	Child Protection	\N	Child Protection	\N	\N	\N	\N	\N	\N	\N	2010-01-01	2015-12-31	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23623	Early Childhood Care and  Development	\N	Early Childhood Care and  Development	\N	\N	supporting childrens development through this vital period  ensuring they are physically healthy	\N	supporting childrens development through this vital period  ensuring they are physically healthy	\N	\N	2012-12-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23622	Youth Empowerment for Sustainable development	\N	Youth Empowerment for Sustainable development	\N	\N	Provide training to youth (life skill training)	\N	Provide training to youth (life skill training)	\N	\N	2011-11-01	2016-06-30	2016-09-14	\N	\N	\N	\N	\N	C	\N	\N	\N
23618	Australian Volunteers for International Development (AVID)	\N	Australian Volunteers for International Development (AVID)	\N	\N	Provide volunteers from Austalia to work in Timorese Organisations for capacity building	\N	Provide volunteers from Austalia to work in Timorese Organisations for capacity building	\N	\N	2008-02-01	\N	2016-09-29	\N	\N	\N	\N	\N	A	1	\N	\N
23590	Australia - Timor Leste Program of Assistance for secondary services (ATLASS II)	\N	Australia - Timor Leste Program of Assistance for secondary services (ATLASS II)	\N	\N	\N	\N	\N	\N	\N	2012-06-01	2016-06-30	2016-10-20	\N	\N	\N	\N	\N	C	\N	\N	\N
23591	Governance for Development (GfD) Managing Contrator	\N	Governance for Development (GfD) Managing Contrator	\N	\N	\N	\N	\N	\N	\N	2013-01-01	2017-01-30	2016-10-20	\N	\N	\N	\N	\N	A	1	\N	\N
23584	Support the Ministry of Finance to Strenthen public Finance management -GfD	\N	Support the Ministry of Finance to Strenthen public Finance management -GfD	\N	\N	\N	\N	\N	\N	\N	2008-12-01	\N	2016-10-20	\N	\N	\N	\N	\N	A	\N	\N	\N
23624	Peace Building	\N	Peace Building	\N	\N	Community and Family Violence Prevention Program	\N	Community and Family Violence Prevention Program	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23626	Youth Exchange Project	\N	Youth Exchange Project	\N	\N	\N	\N	\N	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23627	Traditional Justice	\N	Traditional Justice	\N	\N	Targe Beneficiaries to: Suco Council Specific Lia nain	\N	Targe Beneficiaries to: Suco Council Specific Lia nain	\N	\N	2006-04-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
24131	Infrastructure	\N	Infrastructure	\N	\N	Kanalization water sanitation and Higine	\N	Kanalization water sanitation and Higine	\N	\N	2013-02-19	2014-12-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23664	Youth Employment in Agriculture	\N	Youth Employment in Agriculture	\N	\N	\N	\N	\N	\N	\N	2008-01-01	\N	2017-06-20	\N	\N	\N	\N	\N	C	\N	\N	\N
23631	Conflict Prevention	\N	Conflict Prevention	\N	\N	Provide training to local lider	\N	Provide training to local lider	\N	\N	2012-01-01	2015-09-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23632	Technical Assistance and HASATIL competencies and Strengthen Civil Society organization for rural development	\N	Technical Assistance and HASATIL competencies and Strengthen Civil Society organization for rural development	\N	\N	Capacity-Building to Local CSO's	\N	Capacity-Building to Local CSO's	\N	\N	2012-03-01	2015-03-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23633	Media development	\N	Media development	\N	\N	Develops to média and support to organization média and regional home	\N	Develops to média and support to organization média and regional home	\N	\N	2008-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23634	Advocacy	\N	Advocacy	\N	\N	Provide Legal Assistance	\N	Provide Legal Assistance	\N	\N	2001-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23636	Education & Literacy	\N	Education & Literacy	\N	\N	Capacity Building to Expland Opportunities	\N	Capacity Building to Expland Opportunities	\N	\N	2001-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23637	Economic Empowerment	\N	Economic Empowerment	\N	\N	Women's Economic Status	\N	Women's Economic Status	\N	\N	2003-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23638	Advocacy Program	\N	Advocacy Program	\N	\N	Strengthen Women's Leadership and Develop Networks	\N	Strengthen Women's Leadership and Develop Networks	\N	\N	2001-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23639	Maternal & Child Health (MCH)	\N	Maternal & Child Health (MCH)	\N	\N	Improve Women's & Children's Health	\N	Improve Women's & Children's Health	\N	\N	2003-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23640	Familia Hope	\N	Familia Hope	\N	\N	Orphanage	\N	Orphanage	\N	\N	2011-05-01	\N	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23641	Physiotherapy rehabilitation aide training program-support phase	\N	Physiotherapy rehabilitation aide training program-support phase	\N	\N	Physical rehabilitation treatment for TB disease for disabled people	\N	Physical rehabilitation treatment for TB disease for disabled people	\N	\N	2000-01-01	2016-12-20	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23642	Tuberculosis Programme (TBC) Community Base	\N	Tuberculosis Programme (TBC) Community Base	\N	\N	\N	\N	\N	\N	\N	2005-03-01	2015-12-30	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23643	Education non Formal and see also to food	\N	Education non Formal and see also to food	\N	\N	Education, see also orphans and meal for poor children	\N	Education, see also orphans and meal for poor children	\N	\N	2004-02-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23956	House Hold	\N	House Hold	\N	\N	\N	\N	\N	\N	\N	2011-01-01	2012-12-01	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23644	Community based rehabilitation (CBR)	\N	Community based rehabilitation (CBR)	\N	\N	Spesial for Needs	\N	Spesial for Needs	\N	\N	2010-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
25043	Dezenvolvimentu programa Enfermajen no Patologia	Dezenvolvimentu programa Enfermajen no Patologia	\N	\N	\N	Hasae kapasidade enfermeria/o Patologista	Hasae kapasidade enfermeria/o Patologista	\N	\N	\N	2004-02-02	2019-12-31	2017-07-06	\N	\N	\N	\N	\N	A	1	\N	\N
23647	Child Protection	\N	Child Protection	\N	\N	\N	\N	\N	\N	\N	2011-10-01	2012-12-30	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
23648	Capacity Strengthening	\N	Capacity Strengthening	\N	\N	English Course	\N	English Course	\N	\N	2001-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23650	Capacity Strengthening	\N	Capacity Strengthening	\N	\N	Training Hospitality and Administration	\N	Training Hospitality and Administration	\N	\N	2009-10-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23651	Agriculture	\N	Agriculture	\N	\N	\N	\N	\N	\N	\N	2010-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23652	Capacity Building	\N	Capacity Building	\N	\N	Computer Training, Music Project, Sport Activities for Youth	\N	Computer Training, Music Project, Sport Activities for Youth	\N	\N	2013-06-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
25107	Health Volunteers rice incentive scheme	\N	Health Volunteers rice incentive scheme	\N	\N	Motivate community health volunteers who support the implementation of MCHN programmes	\N	Motivate community health volunteers who support the implementation of MCHN programmes	\N	\N	2011-09-01	\N	2017-08-08	Ongoing	\N	Ongoing	\N	\N	A	1	\N	\N
23654	Education	\N	Education	\N	\N	\N	\N	\N	\N	\N	2004-03-01	\N	2016-03-23	\N	\N	\N	\N	\N	A	\N	\N	\N
23655	Man reduce violence against women	\N	Man reduce violence against women	\N	\N	Stop violence against women	\N	Stop violence against women	\N	\N	2013-07-16	2014-07-31	2016-03-23	\N	\N	\N	\N	\N	C	\N	\N	\N
