159	2011	Producing red and blue colors from native dye plants	Ai-horis sira ne'ebé bele uza hodi halo kór mean no azúl iha tais	Producing red and blue colors from native dye plants	\N	\N	\N	\N	\N	\N	\N	RPR
160	2011	Nino Konis Santa National Park	Parque Nacional Nino Konis Santana	Nino Konis Santa National Park	\N	\N	\N	\N	\N	\N	\N	RPR
161	2012	A situation-response analysis of the education sector's response to HIV, drugs and sexual health in Timor-Leste	\N	A situation-response analysis of the education sector's response to HIV, drugs and sexual health in Timor-Leste	\N	\N	\N	\N	\N	\N	\N	RPR
162	2009	Early impact assessment of the global financial crisis on education financing: country case studies	\N	Early impact assessment of the global financial crisis on education financing: country case studies	\N	\N	\N	\N	\N	\N	\N	RPR
163	2013	Human rights handbook for journalists in Timor-Leste	Manuál direitus umanus ba Jornalista sira iha Timor-Leste 	Human rights handbook for journalists in Timor-Leste	\N	\N	\N	\N	\N	\N	\N	GDB
164	2012	Bride-price and domestic violence in Timor-Leste: A comparative study of married-in and married-out cultures in four districts	\N	Bride-price and domestic violence in Timor-Leste: A comparative study of married-in and married-out cultures in four districts	\N	\N	\N	\N	\N	\N	\N	RPR
165	2012	Drug use in Timor-Leste - an assessment	\N	Drug use in Timor-Leste - an assessment	\N	\N	\N	\N	\N	\N	\N	RPR
166	2009	Maternal mortality, unplanned pregnancy and unsafe abortion in Timor-Leste: A situational analysis	\N	Maternal mortality, unplanned pregnancy and unsafe abortion in Timor-Leste: A situational analysis	\N	\N	\N	\N	\N	\N	\N	RPR
167	2013	Motherhood in childhood	\N	Motherhood in childhood	\N	\N	\N	\N	\N	\N	\N	RPR
168	2004	National family planning policy	\N	National family planning policy	\N	\N	\N	\N	\N	\N	\N	RPR
169	2009	Country action plan (CPAP) Timor-Leste	\N	Country action plan (CPAP) Timor-Leste	\N	\N	\N	\N	\N	\N	\N	RPR
171	2008	Total, urban and rural population	\N	Total, urban and rural population	\N	\N	\N	\N	\N	\N	\N	RPR
172	2010	Children and the Commission for Reception, Truth and Reconciliation in Timor-Leste 	\N	Children and the Commission for Reception, Truth and Reconciliation in Timor-Leste 	\N	\N	\N	\N	\N	\N	\N	RPR
173	2007	Innocenti Insight, Birth Registration and Armed Conflict	\N	Innocenti Insight, Birth Registration and Armed Conflict	\N	\N	\N	\N	\N	\N	\N	RPR
174	2007	Timor-Leste donor update	\N	Timor-Leste donor update	\N	\N	\N	\N	\N	\N	\N	RPR
175	2008	Expert Discussion on Children and Transitional Justice 	\N	Expert Discussion on Children and Transitional Justice 	\N	\N	\N	\N	\N	\N	\N	RPR
176	2010	Children and youth commissions	\N	Children and youth commissions	\N	\N	\N	\N	\N	\N	\N	RPR
177	2012	UNICEF annual report 2012 for Timor-Leste, EAPRO	\N	UNICEF annual report 2012 for Timor-Leste, EAPRO	\N	\N	\N	\N	\N	\N	\N	RPR
178	2013	UNICEF annual report 2013 - Timor-Leste	\N	UNICEF annual report 2013 - Timor-Leste	\N	\N	\N	\N	\N	\N	\N	RPR
179	2013	UNICEF Timor-Leste flood emergency - situation report	\N	UNICEF Timor-Leste flood emergency - situation report	\N	\N	\N	\N	\N	\N	\N	RPR
180	2014	A statistical snapshot of violence against adolescent girls	\N	A statistical snapshot of violence against adolescent girls	\N	\N	\N	\N	\N	\N	\N	RPR
181	2014	Water, sanitation and hygiene annual report 2013	\N	Water, sanitation and hygiene annual report 2013	\N	\N	\N	\N	\N	\N	\N	RPR
182	2006	Brokered democracy-building: developing democracy through transitional governance in Cambodia, East Timor and Afghanistan	\N	Brokered democracy-building: developing democracy through transitional governance in Cambodia, East Timor and Afghanistan	\N	\N	\N	\N	\N	\N	\N	RPR
183	\N	UNWOMEN Timor-Leste factsheet	\N	UNWOMEN Timor-Leste factsheet	\N	\N	\N	\N	\N	\N	\N	FCT
184	2005	Gender and nation building in Timor-Leste. Country gender assessment	\N	Gender and nation building in Timor-Leste. Country gender assessment	\N	\N	\N	\N	\N	\N	\N	RPR
185	2007	Baseline study on feminization of poverty in Timor-Leste. Deprivation of women across sectors	\N	Baseline study on feminization of poverty in Timor-Leste. Deprivation of women across sectors	\N	\N	\N	\N	\N	\N	\N	RPR
186	2005	Child malnutrition estimates by NCHS/WHO reference	\N	Child malnutrition estimates by NCHS/WHO reference	\N	\N	\N	\N	\N	\N	\N	TBL
187	2009	WHO Country cooperation strategy 2009-2013 Timor-Leste	\N	WHO Country cooperation strategy 2009-2013 Timor-Leste	\N	\N	\N	\N	\N	\N	\N	RPR
188	2013	Timor-Leste. Tobacco	\N	Timor-Leste. Tobacco	\N	\N	\N	\N	\N	\N	\N	FCT
189	2013	World Malaria Report. Timor-Leste	\N	World Malaria Report. Timor-Leste	\N	\N	\N	\N	\N	\N	\N	FCT
190	2012	Timor-Leste child malnutrition estimates by WHO Child Growth Standards	\N	Timor-Leste child malnutrition estimates by WHO Child Growth Standards	\N	\N	\N	\N	\N	\N	\N	TBL
191	2014	Timor-Leste. Non-communicable disease	\N	Timor-Leste. Non-communicable disease	\N	\N	\N	\N	\N	\N	\N	FCT
192	2013	Timor-Leste Tuberculosis	\N	Timor-Leste Tuberculosis	\N	\N	\N	\N	\N	\N	\N	RPR
193	2014	Timor-Leste. Alcohol	\N	Timor-Leste. Alcohol	\N	\N	\N	\N	\N	\N	\N	FCT
194	2014	Timor-Leste: health profile	\N	Timor-Leste: health profile	\N	\N	\N	\N	\N	\N	\N	RPR
196	2007	Timor-Leste - Dili emergency food security assessment	\N	Timor-Leste - Dili emergency food security assessment	\N	\N	\N	\N	\N	\N	\N	RPR
197	2013	Timor Leste: An evaluation of WFP's portfolio (2008 – 2012)	\N	Timor Leste: An evaluation of WFP's portfolio (2008 – 2012)	\N	\N	\N	\N	\N	\N	\N	RPR
198	2012	Timor-Leste MDG-F case study evaluation	\N	Timor-Leste MDG-F case study evaluation	\N	\N	\N	\N	\N	\N	\N	RPR
199	2014	Timor-Leste: Strong malaria control programme cuts cases	\N	Timor-Leste: Strong malaria control programme cuts cases	\N	\N	\N	\N	\N	\N	\N	WB,
200	2013	Timor-Leste: Better epilepsy services means better care	\N	Timor-Leste: Better epilepsy services means better care	\N	\N	\N	\N	\N	\N	\N	WB,
201	2014	Retaining doctors in rural Timor-Leste: a critical appraisal of the opportunities and challenges	\N	Retaining doctors in rural Timor-Leste: a critical appraisal of the opportunities and challenges	\N	\N	\N	\N	\N	\N	\N	WB
202	2011	The tyranny of distance: maternity waiting homes and access to birthing facilities in rural Timor-Leste	\N	The tyranny of distance: maternity waiting homes and access to birthing facilities in rural Timor-Leste	\N	\N	\N	\N	\N	\N	\N	WB
203	1999	Grave humanitarian and food crisis developing in East Timor	\N	Grave humanitarian and food crisis developing in East Timor	\N	\N	\N	\N	\N	\N	\N	WB
204	1999	FAO/WFP Crop and food supply assessment mission to Timor-Leste	\N	FAO/WFP Crop and food supply assessment mission to Timor-Leste	\N	\N	\N	\N	\N	\N	\N	WB
205	1997	East Timor and the United Nations: the case for intervention	\N	East Timor and the United Nations: the case for intervention	\N	\N	\N	\N	\N	\N	\N	BK
206	1996	East Timor: the continuing betrayal	\N	East Timor: the continuing betrayal	\N	\N	\N	\N	\N	\N	\N	BK
207	1994	Indonesia and East Timor: power and impunity	 human rights under the new order	Indonesia and East Timor: power and impunity	\N	\N	\N	\N	\N	\N	\N	BK
208	1977	Man and environment in Eastern Timor: a geoecological analysis of Baucau-Viqueque area as a possible basis for regional planning	\N	Man and environment in Eastern Timor: a geoecological analysis of Baucau-Viqueque area as a possible basis for regional planning	\N	\N	\N	\N	\N	\N	\N	BK
209	1977	Decolonization in East Timor	\N	Decolonization in East Timor	\N	\N	\N	\N	\N	\N	\N	BK
210	1976	An Interim bibliography of the Island of Timor	\N	An Interim bibliography of the Island of Timor	\N	\N	\N	\N	\N	\N	\N	BK
211	1973	Os Mitos e a imaginação contista no estudo das origens do povo timorense	\N	Os Mitos e a imaginação contista no estudo das origens do povo timorense	\N	\N	\N	\N	\N	\N	\N	BK
212	2011	Adult literacy teaching and learning in multilingual Timor-Leste	\N	Adult literacy teaching and learning in multilingual Timor-Leste	\N	\N	\N	\N	\N	\N	\N	BK
213	2000	The United Nations and East Timor: self-determination through popular consultation	\N	The United Nations and East Timor: self-determination through popular consultation	\N	\N	\N	\N	\N	\N	\N	BK
214	2008	Women in Self Employment (WISE) Project in Timor-Leste	\N	Women in Self Employment (WISE) Project in Timor-Leste	\N	\N	\N	\N	\N	\N	\N	RPR
215	2007	Assessment report of the vocational training in Timor-Leste: October 2007	\N	Assessment report of the vocational training in Timor-Leste: October 2007	\N	\N	\N	\N	\N	\N	\N	RPR
218	2015	Donor mapping proposal outline	\N	Donor mapping proposal outline	\N	\N	\N	\N	\N	\N	\N	RPR
242	2015	FM Nia Artigu Konaba Seguransa 19 Abril 2015 	FM Nia Artigu Konaba Seguransa 19 Abril 2015 	\N	\N	\N	\N	\N	\N	\N	\N	PRI
239	2015	FM Nia Artigu Kona ba Seguransa 17 Abril 2015	FM Nia Artigu Kona ba Seguransa 17 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
286	2015	FM Nia Artigu Konaba Seguransa 18 Maiu 2015	FM Nia Artigu Konaba Seguransa 18 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
243	2015	FM Artigu Kona ba Seguransa 20 Abril 2015	FM Artigu Kona ba Seguransa 20 Abril 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
261	2015	FM Nia Artigu Konaba Seguransa 08 Maiu 2015	FM Nia Artigu Konaba Seguransa 08 Maiu 2015	\N	\N	\N	\N	\N	\N	\N	\N	PRI
219	2013	Impact of Rice Imports on Rice Production in Timor-Leste\r\n	\N	Impact of Rice Imports on Rice Production in Timor-Leste\r\n	\N	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture and\r\nFisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that MAFSoL\r\ncomplete a series of studies which focus on issues which have the potential to\r\ninfluence and guide Timor-Leste’s national food security policy, and its underlying\r\nnational seed production and distribution policy. This recommendation reflects the\r\nTAG’s (and other Development Partners’) concerns that some current policies\r\n(such as rice importation and price subsidization) are impacting negatively on\r\nsectoral development initiatives, such as MAF-SoL’s introduction of new staple\r\nfood crop1 varieties and MAF’s plan to refurbish damaged irrigation schemes2.\r\n\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n\r\n(i) An economic comparison of the impact of imported rice on the (irrigated5)\r\nrice production sector, and its cost-effectiveness, compared with\r\ninvestments in crop (production) inputs and distribution - to inform the\r\nfood security policy;\r\n\r\n(ii) An assessment of the effects on the agricultural sector of imported seed of\r\nuntested varieties (which are) distributed free (to farmers) by MAF,\r\ncompared with a research-based process of varietal identification (and\r\nassociated) national seed production - to inform the policy on seed\r\n(production and distribution);\r\n\r\n(iii) An assessment of the effects on the formal and informal seed sectors of\r\ntargeting vs. non-targeting (for) the distribution of free seed by MAF - to\r\ninform the policy on seed; production and distribution; and\r\n\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded Timor-\r\nLeste Maize Storage Project (TLMSP) as currently planned (independent\r\nfrom MAF-SoL), compared with complementary collaboration with MAFSoL\r\nin TLMPS’s target districts.\r\n\r\nThis report presented here is on the first study. This study was completed in early\r\n2013. Since then some of the financial and economic models have been updated as\r\npart of additional analysis of irrigation economics in Timor-Leste for the Ministry\r\nof Finance and the World Bank. Whilst the overall conclusions and\r\nrecommendations have not changed, some of the numbers have. Therefore readers\r\nwill find that subsequent reports on irrigation economics contain slightly different\r\nmodels which are updates of those prepared for this study.	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture and\r\nFisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that MAFSoL\r\ncomplete a series of studies which focus on issues which have the potential to\r\ninfluence and guide Timor-Leste’s national food security policy, and its underlying\r\nnational seed production and distribution policy. This recommendation reflects the\r\nTAG’s (and other Development Partners’) concerns that some current policies\r\n(such as rice importation and price subsidization) are impacting negatively on\r\nsectoral development initiatives, such as MAF-SoL’s introduction of new staple\r\nfood crop1 varieties and MAF’s plan to refurbish damaged irrigation schemes2.\r\n\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n\r\n(i) An economic comparison of the impact of imported rice on the (irrigated5)\r\nrice production sector, and its cost-effectiveness, compared with\r\ninvestments in crop (production) inputs and distribution - to inform the\r\nfood security policy;\r\n\r\n(ii) An assessment of the effects on the agricultural sector of imported seed of\r\nuntested varieties (which are) distributed free (to farmers) by MAF,\r\ncompared with a research-based process of varietal identification (and\r\nassociated) national seed production - to inform the policy on seed\r\n(production and distribution);\r\n\r\n(iii) An assessment of the effects on the formal and informal seed sectors of\r\ntargeting vs. non-targeting (for) the distribution of free seed by MAF - to\r\ninform the policy on seed; production and distribution; and\r\n\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded Timor-\r\nLeste Maize Storage Project (TLMSP) as currently planned (independent\r\nfrom MAF-SoL), compared with complementary collaboration with MAFSoL\r\nin TLMPS’s target districts.\r\n\r\nThis report presented here is on the first study. This study was completed in early\r\n2013. Since then some of the financial and economic models have been updated as\r\npart of additional analysis of irrigation economics in Timor-Leste for the Ministry\r\nof Finance and the World Bank. Whilst the overall conclusions and\r\nrecommendations have not changed, some of the numbers have. Therefore readers\r\nwill find that subsequent reports on irrigation economics contain slightly different\r\nmodels which are updates of those prepared for this study.	\N	\N	RPR
220	2013	Effects of importing maize and rice seed on agricultural seed production in Timor-Leste\r\n	\N	Effects of importing maize and rice seed on agricultural seed production in Timor-Leste\r\n	\N	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture\r\nand Fisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that\r\nMAF-SoL complete a series of studies which focus on issues which have the\r\npotential to influence and guide Timor-Leste’s national food security policy,\r\nand its underlying national seed production and distribution policy. This\r\nrecommendation reflects the TAG’s (and other Development Partners’)\r\nconcerns that some current policies (such as rice importation and price\r\nsubsidization) are impacting negatively on sectoral development initiatives,\r\nsuch as MAF-SoL’s introduction of new staple food crop1 varieties and MAF’s\r\nplan to refurbish damaged irrigation schemes2.\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n(i) An economic comparison of the impact of imported rice on the\r\n(irrigated5) rice production sector, and its cost-effectiveness,\r\ncompared with investments in crop (production) inputs and\r\ndistribution - to inform the food security policy;\r\n(ii) An assessment of the effects on the agricultural sector of imported\r\nseed of untested varieties (which are) distributed free (to farmers)\r\nby MAF, compared with a research-based process of varietal\r\nidentification (and associated) national seed production - to inform\r\nthe policy on seed (production and distribution);\r\n(iii) An assessment of the effects on the formal and informal seed sectors\r\nof targeting vs. non-targeting (for) the distribution of free seed by\r\nMAF - to inform the policy on seed; production and distribution; and\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded\r\nTimor-Leste Maize Storage Project (TLMSP) as currently planned\r\n(independent from MAF-SoL), compared with complementary\r\ncollaboration with MAF-SoL in TLMPS’s target districts.\r\nThis report presented here is on the second study.	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture\r\nand Fisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that\r\nMAF-SoL complete a series of studies which focus on issues which have the\r\npotential to influence and guide Timor-Leste’s national food security policy,\r\nand its underlying national seed production and distribution policy. This\r\nrecommendation reflects the TAG’s (and other Development Partners’)\r\nconcerns that some current policies (such as rice importation and price\r\nsubsidization) are impacting negatively on sectoral development initiatives,\r\nsuch as MAF-SoL’s introduction of new staple food crop1 varieties and MAF’s\r\nplan to refurbish damaged irrigation schemes2.\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n(i) An economic comparison of the impact of imported rice on the\r\n(irrigated5) rice production sector, and its cost-effectiveness,\r\ncompared with investments in crop (production) inputs and\r\ndistribution - to inform the food security policy;\r\n(ii) An assessment of the effects on the agricultural sector of imported\r\nseed of untested varieties (which are) distributed free (to farmers)\r\nby MAF, compared with a research-based process of varietal\r\nidentification (and associated) national seed production - to inform\r\nthe policy on seed (production and distribution);\r\n(iii) An assessment of the effects on the formal and informal seed sectors\r\nof targeting vs. non-targeting (for) the distribution of free seed by\r\nMAF - to inform the policy on seed; production and distribution; and\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded\r\nTimor-Leste Maize Storage Project (TLMSP) as currently planned\r\n(independent from MAF-SoL), compared with complementary\r\ncollaboration with MAF-SoL in TLMPS’s target districts.\r\nThis report presented here is on the second study.	\N	\N	RPR
221	2013	Benefits of targeted vs non-targeted seed distribution	\N	Benefits of targeted vs non-targeted seed distribution	\N	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture\r\nand Fisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that\r\nMAF-SoL complete a series of studies which focus on issues which have the\r\npotential to influence and guide Timor-Leste’s national food security policy,\r\nand its underlying national seed production and distribution policy. This\r\nrecommendation reflects the TAG’s (and other Development Partners’)\r\nconcerns that some current policies (such as rice importation and price\r\nsubsidization) are impacting negatively on sectoral development initiatives,\r\nsuch as MAF-SoL’s introduction of new staple food crop1 varieties and MAF’s\r\nplan to refurbish damaged irrigation schemes2.\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n(i) An economic comparison of the impact of imported rice on the\r\n(irrigated5) rice production sector, and its cost-effectiveness,\r\ncompared with investments in crop (production) inputs and\r\ndistribution - to inform the food security policy;\r\n(ii) An assessment of the effects on the agricultural sector of imported\r\nseed of untested varieties (which are) distributed free (to farmers)\r\nby MAF, compared with a research-based process of varietal\r\nidentification (and associated) national seed production - to inform\r\nthe policy on seed (production and distribution);\r\n(iii) An assessment of the effects on the formal and informal seed sectors\r\nof targeting vs. non-targeting (for) the distribution of free seed by\r\nMAF - to inform the policy on seed; production and distribution; and\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded\r\nTimor-Leste Maize Storage Project (TLMSP) as currently planned\r\n(independent from MAF-SoL), compared with complementary\r\ncollaboration with MAF-SoL in TLMPS’s target districts.\r\nThis report presented here is on the third study.	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture\r\nand Fisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that\r\nMAF-SoL complete a series of studies which focus on issues which have the\r\npotential to influence and guide Timor-Leste’s national food security policy,\r\nand its underlying national seed production and distribution policy. This\r\nrecommendation reflects the TAG’s (and other Development Partners’)\r\nconcerns that some current policies (such as rice importation and price\r\nsubsidization) are impacting negatively on sectoral development initiatives,\r\nsuch as MAF-SoL’s introduction of new staple food crop1 varieties and MAF’s\r\nplan to refurbish damaged irrigation schemes2.\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n(i) An economic comparison of the impact of imported rice on the\r\n(irrigated5) rice production sector, and its cost-effectiveness,\r\ncompared with investments in crop (production) inputs and\r\ndistribution - to inform the food security policy;\r\n(ii) An assessment of the effects on the agricultural sector of imported\r\nseed of untested varieties (which are) distributed free (to farmers)\r\nby MAF, compared with a research-based process of varietal\r\nidentification (and associated) national seed production - to inform\r\nthe policy on seed (production and distribution);\r\n(iii) An assessment of the effects on the formal and informal seed sectors\r\nof targeting vs. non-targeting (for) the distribution of free seed by\r\nMAF - to inform the policy on seed; production and distribution; and\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded\r\nTimor-Leste Maize Storage Project (TLMSP) as currently planned\r\n(independent from MAF-SoL), compared with complementary\r\ncollaboration with MAF-SoL in TLMPS’s target districts.\r\nThis report presented here is on the third study.	\N	\N	RPR
222	2013	Complementarity between maize seed production and good storage\r\n	\N	Complementarity between maize seed production and good storage\r\n	\N	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture\r\nand Fisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that\r\nMAF-SoL complete a series of studies which focus on issues which have the\r\npotential to influence and guide Timor-Leste’s national food security policy,\r\nand its underlying national seed production and distribution policy. This\r\nrecommendation reflects the TAG’s (and other Development Partners’)\r\nconcerns that some current policies (such as rice importation and price\r\nsubsidization) are impacting negatively on sectoral development initiatives,\r\nsuch as MAF-SoL’s introduction of new staple food crop1 varieties and MAF’s\r\nplan to refurbish damaged irrigation schemes2.\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n(i) An economic comparison of the impact of imported rice on the\r\n(irrigated5) rice production sector, and its cost-effectiveness,\r\ncompared with investments in crop (production) inputs and\r\ndistribution - to inform the food security policy;\r\n(ii) An assessment of the effects on the agricultural sector of imported\r\nseed of untested varieties (which are) distributed free (to farmers)\r\nby MAF, compared with a research-based process of varietal\r\nidentification (and associated) national seed production - to inform\r\nthe policy on seed (production and distribution);\r\n(iii) An assessment of the effects on the formal and informal seed sectors\r\nof targeting vs. non-targeting (for) the distribution of free seed by\r\nMAF - to inform the policy on seed; production and distribution; and\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded\r\nTimor-Leste Maize Storage Project (TLMSP) as currently planned\r\n(independent from MAF-SoL), compared with complementary\r\ncollaboration with MAF-SoL in TLMPS’s target districts.\r\nThis report presented here is on the fourth study.	\N	The Technical Advisory Group (TAG) which advises the Ministry of Agriculture\r\nand Fisheries’ (MAF’s) Seeds of Life III Program (MAF-SoL) recommended that\r\nMAF-SoL complete a series of studies which focus on issues which have the\r\npotential to influence and guide Timor-Leste’s national food security policy,\r\nand its underlying national seed production and distribution policy. This\r\nrecommendation reflects the TAG’s (and other Development Partners’)\r\nconcerns that some current policies (such as rice importation and price\r\nsubsidization) are impacting negatively on sectoral development initiatives,\r\nsuch as MAF-SoL’s introduction of new staple food crop1 varieties and MAF’s\r\nplan to refurbish damaged irrigation schemes2.\r\nTherefore MAF-SoL employed a Consultant3 to complete four studies4:\r\n(i) An economic comparison of the impact of imported rice on the\r\n(irrigated5) rice production sector, and its cost-effectiveness,\r\ncompared with investments in crop (production) inputs and\r\ndistribution - to inform the food security policy;\r\n(ii) An assessment of the effects on the agricultural sector of imported\r\nseed of untested varieties (which are) distributed free (to farmers)\r\nby MAF, compared with a research-based process of varietal\r\nidentification (and associated) national seed production - to inform\r\nthe policy on seed (production and distribution);\r\n(iii) An assessment of the effects on the formal and informal seed sectors\r\nof targeting vs. non-targeting (for) the distribution of free seed by\r\nMAF - to inform the policy on seed; production and distribution; and\r\n(iv) An assessment of the comparative impact of implementing the\r\nInternational Fund for Agriculture Development (IFAD) funded\r\nTimor-Leste Maize Storage Project (TLMSP) as currently planned\r\n(independent from MAF-SoL), compared with complementary\r\ncollaboration with MAF-SoL in TLMPS’s target districts.\r\nThis report presented here is on the fourth study.	\N	\N	RPR
